OrigName,Date.x,year,Site.Type.x,Long.x,Lat.x,OpenWater,DevelopedOpenSpace,Barren,GrasslandPasture,forest,developed,nonforestnatural,Crops,gdd,nest,pest,flsp,flsum,HBD,april,may,june,BQCV,DWV,Nosema,Crithidia,sumprecip,elevation,minutes.x,Bimaculatus.per.min.x,fervidus..per.min.x,flavidus.per.min.x,Griseocollis.per.min.x,Impatience.per.min.x,perplexus.per.min.x,sandersoni.per.min.x,tericola..per.min.x,ternarius.per.min.x,vagans.per.min.x,toto.bees.per.min.x,Bombus20_shannon_diversity.y,Bimaculatus,Fervidous,Flavidus,Griseocollis,Impatiens,Perplexus,Sandersonii,Tericola,Ternarius,Vagans,Grand.Total,bimaculatus.y,fervidus,flavidus,Griseocollis.1.y,Impatience,perplexus,sandersoni,tericola,ternarius,vagans
Raymond B. Winter State Park,7/7/2020,2020,forest,40.98428,-77.15751,0,5,0,0,95,0,0,0,19.74900055,0.684890478,30.0218535,0.657086484,0.510774804,0,84.55810517,166.4877473,111.9344562,0,2.341728,1.005362167,12.590341,362.9803087,387.6908,26,0.192307692,0,0,0,0.269230769,0.038461538,0.423076923,0.038461538,0,0,0.961538462,0.995821321,5,0,0,0,7,1,11,1,0,0,25,0.2,0,0,0,0.28,0.04,0.44,0.04,0,0
Roaring Springs Elementry,6/25/2020,2020,valley,40.33329,-78.38261,0,5,1,5,2,18,0,69,18.6989994,0.349486358,30633.26611,0.402189493,0.444071336,0.60114121,0,0,0,8.415944667,1.373034333,1.210307833,12.31469633,0,410.58499,92,0.130434783,0.010869565,0,0.02173913,0.097826087,0.010869565,0,0,0,0,0.27173913,0.937155853,12,1,0,2,9,1,0,0,0,0,25,0.48,0.04,0,0.08,0.36,0.04,0,0,0,0
Roaring Springs Elementry,6/25/2020,2020,valley,40.33329,-78.38261,0,5,1,5,2,18,0,69,18.6989994,0.349486358,30633.26611,0.402189493,0.444071336,0.60114121,0,0,0,12.789884,3.604105,0.8251475,13.98488033,0,410.58499,92,0.130434783,0.010869565,0,0.02173913,0.097826087,0.010869565,0,0,0,0,0.27173913,0.937155853,12,1,0,2,9,1,0,0,0,0,25,0.48,0.04,0,0.08,0.36,0.04,0,0,0,0
Roaring Springs Elementry,6/25/2020,2020,valley,40.33329,-78.38261,0,5,1,5,2,18,0,69,18.6989994,0.349486358,30633.26611,0.402189493,0.444071336,0.60114121,0,0,0,9.079559,0,2.358906333,13.656393,0,410.58499,92,0.130434783,0.010869565,0,0.02173913,0.097826087,0.010869565,0,0,0,0,0.27173913,0.937155853,12,1,0,2,9,1,0,0,0,0,25,0.48,0.04,0,0.08,0.36,0.04,0,0,0,0
Rothrock Row 2 (south),6/29/2020,2020,edge,40.65931,-77.70243,0,9,0,0,89,0,0,1,19.8390007,0.495585186,26788.53822,0.501847055,0.472220954,0.028957504,115.6218676,111.2952264,94.2764525,NA,NA,NA,NA,321.1935465,350.76657,132,0.098484848,0,0,0.037878788,0.015151515,0.015151515,0.007575758,0,0,0.022727273,0.196969697,1.479132807,13,0,0,5,2,2,1,0,0,3,26,0.5,0,0,0.192307692,0.076923077,0.076923077,0.038461538,0,0,0.115384615
Rothrock Row North,6/29/2020,2020,forest,40.7044,-77.72627,0,7,0,0,92,0,0,0,19.81999969,0.67399502,7.145287362,0.640747572,0.504770654,0,119.1328512,112.9905178,99.63211531,5.710152333,0,3.50683262,13.77595233,331.7554843,436.19016,26,0.230769231,0,0,0.076923077,0.423076923,0,0.192307692,0,0,0,0.923076923,0.900908873,6,0,0,2,11,0,5,0,0,0,24,0.25,0,0,0.083333333,0.458333333,0,0.208333333,0,0,0
Rothrock Row North,6/29/2020,2020,forest,40.7044,-77.72627,0,7,0,0,92,0,0,0,19.81999969,0.67399502,7.145287362,0.640747572,0.504770654,0,119.1328512,112.9905178,99.63211531,0,0,0.949763167,15.09475067,331.7554843,436.19016,26,0.230769231,0,0,0.076923077,0.423076923,0,0.192307692,0,0,0,0.923076923,0.900908873,6,0,0,2,11,0,5,0,0,0,24,0.25,0,0,0.083333333,0.458333333,0,0.208333333,0,0,0
Rothrock Row North,6/29/2020,2020,forest,40.7044,-77.72627,0,7,0,0,92,0,0,0,19.81999969,0.67399502,7.145287362,0.640747572,0.504770654,0,119.1328512,112.9905178,99.63211531,1.755967333,0,0,14.77210867,331.7554843,436.19016,26,0.230769231,0,0,0.076923077,0.423076923,0,0.192307692,0,0,0,0.923076923,0.900908873,6,0,0,2,11,0,5,0,0,0,24,0.25,0,0,0.083333333,0.458333333,0,0.208333333,0,0,0
SGL073 south,6/24/2020,2020,forest,40.19801,-78.30983,0,7,0,0,91,0,0,0,18.45599937,0.658904271,2646.747884,0.650928429,0.517254135,0,0,0,0,5.408545333,0,0.7933781,15.11923067,0,563.15704,28,0.357142857,0,0,0.035714286,0.25,0,0.107142857,0,0,0.107142857,0.857142857,1.195268417,10,0,0,1,7,0,3,0,0,3,24,0.416666667,0,0,0.041666667,0.291666667,0,0.125,0,0,0.125
SGL073 south,6/24/2020,2020,forest,40.19801,-78.30983,0,7,0,0,91,0,0,0,18.45599937,0.658904271,2646.747884,0.650928429,0.517254135,0,0,0,0,2.325128667,0,3.392942383,14.858214,0,563.15704,28,0.357142857,0,0,0.035714286,0.25,0,0.107142857,0,0,0.107142857,0.857142857,1.195268417,10,0,0,1,7,0,3,0,0,3,24,0.416666667,0,0,0.041666667,0.291666667,0,0.125,0,0,0.125
SGL118 north,7/5/2020,2020,forest,40.4948,-78.14216,0,7,0,0,94,0,0,0,19.02599907,0.647367388,17984.68909,0.636880199,0.50822455,0,113.6986261,64.28959217,81.89903293,8.803973,0,2.8762945,0,259.8872512,437.01694,15,0.6,0.066666667,0,0.066666667,0.933333333,0,0,0,0,0,1.666666667,0.463413559,9,1,0,1,14,0,0,0,0,0,25,0.36,0.04,0,0.04,0.56,0,0,0,0,0
SGL118 north,7/5/2020,2020,forest,40.4948,-78.14216,0,7,0,0,94,0,0,0,19.02599907,0.647367388,17984.68909,0.636880199,0.50822455,0,113.6986261,64.28959217,81.89903293,9.393639,1.981334667,0,12.03889067,259.8872512,437.01694,15,0.6,0.066666667,0,0.066666667,0.933333333,0,0,0,0,0,1.666666667,0.463413559,9,1,0,1,14,0,0,0,0,0,25,0.36,0.04,0,0.04,0.56,0,0,0,0,0
SGL118 north,7/5/2020,2020,forest,40.4948,-78.14216,0,7,0,0,94,0,0,0,19.02599907,0.647367388,17984.68909,0.636880199,0.50822455,0,113.6986261,64.28959217,81.89903293,8.675369333,3.070771333,2.735623617,14.13899133,259.8872512,437.01694,15,0.6,0.066666667,0,0.066666667,0.933333333,0,0,0,0,0,1.666666667,0.463413559,9,1,0,1,14,0,0,0,0,0,25,0.36,0.04,0,0.04,0.56,0,0,0,0,0
SGL147,6/26/2020,2020,edge,40.33619,-78.33949,0,8,0,1,85,0,0,6,18.1590004,0.440935811,26651.84618,0.47252787,0.471867222,0.445757065,0,0,0,NA,NA,NA,NA,0,609.38116,71,0.126760563,0.014084507,0,0.014084507,0.028169014,0.014084507,0.084507042,0,0,0.084507042,0.366197183,1.486895227,9,1,0,1,2,1,6,0,0,6,26,0.346153846,0.038461538,0,0.038461538,0.076923077,0.038461538,0.230769231,0,0,0.230769231
SGL295,7/4/2020,2020,forest,41.0303,-77.39127,0,5,0,0,95,0,0,0,19.70800018,0.618651493,4651.627166,0.594014043,0.493096376,0.127982411,82.68234348,134.8184605,86.18764405,5.991392333,0,3.626479833,14.42900867,303.688448,581.04388,22,0.045454545,0,0,0,0.318181818,0.045454545,0.409090909,0,0.045454545,0.363636364,1.227272727,1.333791747,1,0,0,0,7,1,9,0,1,8,27,0.037037037,0,0,0,0.259259259,0.037037037,0.333333333,0,0.037037037,0.296296296
SGL295,7/4/2020,2020,forest,41.0303,-77.39127,0,5,0,0,95,0,0,0,19.70800018,0.618651493,4651.627166,0.594014043,0.493096376,0.127982411,82.68234348,134.8184605,86.18764405,3.219861333,3.534605667,2.3168415,15.14446567,303.688448,581.04388,22,0.045454545,0,0,0,0.318181818,0.045454545,0.409090909,0,0.045454545,0.363636364,1.227272727,1.333791747,1,0,0,0,7,1,9,0,1,8,27,0.037037037,0,0,0,0.259259259,0.037037037,0.333333333,0,0.037037037,0.296296296
SGL322,7/5/2020,2020,forest,40.52874,-78.01127,0,4,0,0,95,0,0,0,20.33200073,0.644587104,516.8381005,0.646920191,0.51483516,0,100.7607619,72.66076773,77.42347787,7.580814667,0,24.13833889,14.31481667,250.8450075,478.34433,37,0.027027027,0,0,0.189189189,0.297297297,0.054054054,0.054054054,0,0,0.081081081,0.702702703,1.37621004,1,0,0,7,11,2,2,0,0,3,26,0.038461538,0,0,0.269230769,0.423076923,0.076923077,0.076923077,0,0,0.115384615
SGL322,7/5/2020,2020,forest,40.52874,-78.01127,0,4,0,0,95,0,0,0,20.33200073,0.644587104,516.8381005,0.646920191,0.51483516,0,100.7607619,72.66076773,77.42347787,4.997318333,0,0,15.818929,250.8450075,478.34433,37,0.027027027,0,0,0.189189189,0.297297297,0.054054054,0.054054054,0,0,0.081081081,0.702702703,1.37621004,1,0,0,7,11,2,2,0,0,3,26,0.038461538,0,0,0.269230769,0.423076923,0.076923077,0.076923077,0,0,0.115384615
SGL322,7/5/2020,2020,forest,40.52874,-78.01127,0,4,0,0,95,0,0,0,20.33200073,0.644587104,516.8381005,0.646920191,0.51483516,0,100.7607619,72.66076773,77.42347787,1.098138667,0,1.518442667,14.82980867,250.8450075,478.34433,37,0.027027027,0,0,0.189189189,0.297297297,0.054054054,0.054054054,0,0,0.081081081,0.702702703,1.37621004,1,0,0,7,11,2,2,0,0,3,26,0.038461538,0,0,0.269230769,0.423076923,0.076923077,0.076923077,0,0,0.115384615
SGL73 north gasline,6/26/2020,2020,edge,40.39739,-78.18323,0,4,0,0,96,0,0,0,18.80800056,0.499528515,33903.27189,0.513770789,0.477884636,0.114591561,0,0,0,5.090602,1.344784333,1.1152855,13.374824,0,656.07172,50,0.24,0,0,0.12,0.06,0,0.02,0,0,0.06,0.5,1.230931623,12,0,0,6,3,0,1,0,0,3,25,0.48,0,0,0.24,0.12,0,0.04,0,0,0.12
SGL89 ,7/1/2020,2020,forest,41.20587,-77.50468,0,5,0,0,94,0,0,0,20.56699944,0.69156503,39.45729046,0.656591233,0.506874252,0.178253531,87.82955644,149.841264,99.77402017,1.258237,1.199227333,0,14.79753367,337.4448406,312.23416,32,0.0625,0,0,0,0.1875,0.09375,0.4375,0,0,0.03125,0.8125,1.053337318,2,0,0,0,6,3,14,0,0,1,26,0.076923077,0,0,0,0.230769231,0.115384615,0.538461538,0,0,0.038461538
SGL89 ,7/1/2020,2020,forest,41.20587,-77.50468,0,5,0,0,94,0,0,0,20.56699944,0.69156503,39.45729046,0.656591233,0.506874252,0.178253531,87.82955644,149.841264,99.77402017,1.912831333,0,1.650942833,14.84919867,337.4448406,312.23416,32,0.0625,0,0,0,0.1875,0.09375,0.4375,0,0,0.03125,0.8125,1.053337318,2,0,0,0,6,3,14,0,0,1,26,0.076923077,0,0,0,0.230769231,0.115384615,0.538461538,0,0,0.038461538
Tussey Mountain,6/29/2020,2020,edge,40.76804,-77.75625,2,10,0,8,70,3,0,7,19.10700035,0.545043918,6919.08879,0.564781542,0.500880523,0.214021018,107.7337179,109.4352456,117.2539431,6.056037667,0,2.4734515,0,334.4229067,404.80856,18,0.5,0,0,0,0.333333333,0.055555556,0.277777778,0.055555556,0.055555556,0,1.277777778,1.29636116,9,0,0,0,6,1,5,1,1,0,23,0.391304348,0,0,0,0.260869565,0.043478261,0.217391304,0.043478261,0.043478261,0
Tussey Mountain,6/29/2020,2020,edge,40.76804,-77.75625,2,10,0,8,70,3,0,7,19.10700035,0.545043918,6919.08879,0.564781542,0.500880523,0.214021018,107.7337179,109.4352456,117.2539431,9.636638667,3.755458,0,0,334.4229067,404.80856,18,0.5,0,0,0,0.333333333,0.055555556,0.277777778,0.055555556,0.055555556,0,1.277777778,1.29636116,9,0,0,0,6,1,5,1,1,0,23,0.391304348,0,0,0,0.260869565,0.043478261,0.217391304,0.043478261,0.043478261,0
Valley View County Park,7/8/2020,2020,edge,40.5139,-78.37435,0,16,0,1,27,55,0,0,18.64999962,0.408996857,144.8052875,0.543355075,0.534268209,0.160047384,0,0,0,NA,NA,NA,NA,0,365.49902,67,0.194029851,0.014925373,0,0,0.074626866,0.059701493,0,0,0,0.029850746,0.373134328,1.236684869,13,1,0,0,5,4,0,0,0,2,25,0.52,0.04,0,0,0.2,0.16,0,0,0,0.08
Yellow Creek Church,6/24/2020,2020,edge,40.14112,-78.33298,0,8,0,7,56,3,0,26,19.12800026,0.517581612,12349.6055,0.53395853,0.492346649,0,121.0763303,106.9154484,79.19548474,9.418614,5.146814667,1.118903333,14.28097067,307.1872634,320.07486,17,0.647058824,0,0,0,0.588235294,0.058823529,0.117647059,0,0,0.058823529,1.470588235,0.895332666,11,0,0,0,10,1,2,0,0,1,25,0.44,0,0,0,0.4,0.04,0.08,0,0,0.04
Yellow Creek Church,6/24/2020,2020,edge,40.14112,-78.33298,0,8,0,7,56,3,0,26,19.12800026,0.517581612,12349.6055,0.53395853,0.492346649,0,121.0763303,106.9154484,79.19548474,9.708310333,0,0.403935667,11.60266167,307.1872634,320.07486,17,0.647058824,0,0,0,0.588235294,0.058823529,0.117647059,0,0,0.058823529,1.470588235,0.895332666,11,0,0,0,10,1,2,0,0,1,25,0.44,0,0,0,0.4,0.04,0.08,0,0,0.04
Yellow Creek Church,6/24/2020,2020,edge,40.14112,-78.33298,0,8,0,7,56,3,0,26,19.12800026,0.517581612,12349.6055,0.53395853,0.492346649,0,121.0763303,106.9154484,79.19548474,7.773242333,3.272571,0,12.784494,307.1872634,320.07486,17,0.647058824,0,0,0,0.588235294,0.058823529,0.117647059,0,0,0.058823529,1.470588235,0.895332666,11,0,0,0,10,1,2,0,0,1,25,0.44,0,0,0,0.4,0.04,0.08,0,0,0.04
